country,field,disclosed_investment,estimated_investment
Turkey,General purpose,43,260
Taiwan,Healthcare and Life Sciences,31,80
Taiwan,Software,122,494
Taiwan,Data and analytics,89,461
Taiwan,Media and Entertainment,31,93
Taiwan,General purpose,89,453
Taiwan,All,351,784
Taiwan,Information Technology,52,277
Taiwan,"Mobile, platforms & Internet services",67,149
United States,Education,3222,15245
United States,Consumer goods,13180,33684
United States,Agriculture,3280,6653
United States,"Mobile, platforms & Internet services",38617,117738
United States,Professional services,22206,63560
United States,Telecommunications,1783,11296
United States,Sports,978,4165
United States,NLP,16164,32060
United States,Speech Recognition,776,2646
United States,Simulation,58,772
United States,General purpose,147077,371310
United States,Real estate,4305,13871
United States,Finance,33089,62405
United States,Cyber Security,10418,20686
United States,Computer Vision,6272,16500
United States,Healthcare and Life Sciences,15538,52299
United States,Biotechnology,9077,21950
United States,Hardware,44707,108375
United States,"Sales, retail, commerce, marketing",23717,81196
United States,Facial Recognition,235,1145
United States,Gaming,492,1904
United States,"Military, public safety and government",8085,14491
United States,Semiconductor,1737,4461
United States,Other,18386,54191
United States,Community and Lifestyle,3445,13622
United States,Lending and Investments,4975,9247
United States,Data and analytics,165987,436611
United States,Media and Entertainment,7561,30899
United States,Energy and natural resources,2489,12506
United States,Transportation,38263,59954
United States,All,425152,764953
United States,Software,169901,465243
United States,Information Technology,70509,189830
United States,Manufacturing,8537,21014
United States,Robotics,7766,18299
United States,Navigation and mapping,983,6234
United States,Privacy and Security,17120,39708
Vietnam,All,42,90
South Africa,Manufacturing,26,160
South Africa,Finance,112,194
South Africa,Lending and Investments,103,107
South Africa,All,490,983
South Africa,Software,179,637
South Africa,Data and analytics,178,631
South Africa,"Mobile, platforms & Internet services",103,221
South Africa,Information Technology,45,288
South Africa,Hardware,39,150
South Africa,General purpose,75,333
United Arab Emirates,"Military, public safety and government",0,1
United Arab Emirates,Privacy and Security,0,1
Argentina,Transportation,0,0
Argentina,NLP,0,471
Argentina,Telecommunications,0,470
Armenia,Biotechnology,0,2
Armenia,Hardware,0,0
Armenia,"Sales, retail, commerce, marketing",0,0
Armenia,Agriculture,0,0
Armenia,Consumer goods,0,0
Belgium,Simulation,0,1
Bangladesh,Other,0,0
Bangladesh,Privacy and Security,0,0
Bangladesh,Cyber Security,0,0
Bulgaria,Manufacturing,0,0
Bulgaria,Lending and Investments,0,0
Bahrain,Privacy and Security,0,0
Bahrain,Information Technology,0,0
Bahrain,Biotechnology,0,0
Bahrain,Cyber Security,0,0
Bahrain,Professional services,0,120
Bahrain,Facial Recognition,0,0
Bosnia and Herzegovina,Manufacturing,0,0
Bosnia and Herzegovina,Agriculture,0,0
Bosnia and Herzegovina,Hardware,0,0
Belarus,"Mobile, platforms & Internet services",0,4
Belarus,Navigation and mapping,0,4
Belarus,Other,0,0
Belarus,Information Technology,0,2
Barbados,Data and analytics,0,18
Barbados,Software,0,18
Barbados,All,0,18
Switzerland,Facial Recognition,0,368
Chile,Sports,0,0
Costa Rica,"Sales, retail, commerce, marketing",0,0
Costa Rica,"Mobile, platforms & Internet services",0,0
Cyprus,Telecommunications,0,1
Denmark,Lending and Investments,0,20
Dominican Republic,Transportation,0,0
Ecuador,Finance,0,1
Ecuador,"Sales, retail, commerce, marketing",0,1
Estonia,NLP,0,5
Ethiopia,Software,0,0
Ethiopia,Community and Lifestyle,0,0
Ethiopia,Healthcare and Life Sciences,0,0
Ethiopia,Data and analytics,0,0
Ethiopia,General purpose,0,0
Ethiopia,All,0,0
Finland,Community and Lifestyle,0,0
Georgia,Healthcare and Life Sciences,0,5
Guernsey,All,0,0
Guernsey,Energy and natural resources,0,0
Greece,Cyber Security,0,373
Greece,Biotechnology,0,0
Greece,Real estate,0,0
Greece,Robotics,0,0
Greece,Manufacturing,0,0
Greece,NLP,0,3
Greece,Finance,0,50
Guatemala,Finance,0,5
Guatemala,Lending and Investments,0,5
Guatemala,"Mobile, platforms & Internet services",0,5
Guatemala,All,0,5
Croatia,Media and Entertainment,0,307
Indonesia,Healthcare and Life Sciences,0,14
Indonesia,Robotics,0,220
Indonesia,Real estate,0,14
Ireland,Facial Recognition,0,20
Iran,"Sales, retail, commerce, marketing",0,0
Iran,NLP,0,0
Iran,Professional services,0,0
Iceland,Navigation and mapping,0,0
Iceland,Transportation,0,0
Italy,Lending and Investments,0,1
Jordan,Consumer goods,0,0
Jordan,Hardware,0,0
Jordan,Manufacturing,0,0
Japan,Speech Recognition,0,1
Lebanon,Energy and natural resources,0,0
Lebanon,Information Technology,0,0
Lebanon,Lending and Investments,0,0
Lebanon,Transportation,0,0
Lithuania,Transportation,0,1
Luxembourg,Education,0,948
Luxembourg,Professional services,0,948
Latvia,NLP,0,0
Latvia,Media and Entertainment,0,0
Latvia,Computer Vision,0,0
Morocco,Hardware,0,0
Morocco,Other,0,0
Morocco,Manufacturing,0,0
Morocco,"Mobile, platforms & Internet services",0,0
Madagascar,General purpose,0,5
Madagascar,All,0,5
Mexico,Telecommunications,0,23
Mexico,Cyber Security,0,20
North Macedonia,Professional services,0,1
Malta,Healthcare and Life Sciences,0,37
Malta,Professional services,0,3
Malta,"Sales, retail, commerce, marketing",0,10
Mauritius,Other,0,0
Malaysia,Energy and natural resources,0,59
Malaysia,Navigation and mapping,0,2
Malaysia,Real estate,0,2
Malaysia,Gaming,0,2
Malaysia,Facial Recognition,0,2
Nigeria,Cyber Security,0,1
Nigeria,Gaming,0,12
New Zealand,Robotics,0,0
Oman,Information Technology,0,0
Oman,Professional services,0,0
Pakistan,Finance,0,2
Pakistan,Agriculture,0,0
Pakistan,Healthcare and Life Sciences,0,5
Panama,Other,0,1
Panama,Software,0,1
Panama,All,0,1
Panama,Data and analytics,0,1
Panama,Finance,0,1
Panama,General purpose,0,1
Peru,Lending and Investments,0,0
Peru,Finance,0,0
Peru,Other,0,0
Philippines,Transportation,0,3
Philippines,Community and Lifestyle,0,0
Puerto Rico,Education,0,0
Paraguay,Community and Lifestyle,0,0
Paraguay,Healthcare and Life Sciences,0,0
Paraguay,Sports,0,0
Paraguay,Professional services,0,4
Paraguay,Data and analytics,0,4
Paraguay,General purpose,0,4
Paraguay,Agriculture,0,4
Paraguay,Other,0,4
Paraguay,Software,0,4
Paraguay,All,0,8
Qatar,"Mobile, platforms & Internet services",0,0
Romania,Telecommunications,0,0
Russia,Community and Lifestyle,0,0
Russia,Agriculture,0,0
Saudi Arabia,Privacy and Security,0,17
Saudi Arabia,Facial Recognition,0,2
Saudi Arabia,Speech Recognition,0,2
Saudi Arabia,Cyber Security,0,2
Saudi Arabia,Telecommunications,0,2
Saudi Arabia,Robotics,0,1
Senegal,General purpose,0,3
Senegal,Consumer goods,0,3
Senegal,Information Technology,0,3
Senegal,All,0,3
Senegal,Software,0,3
Senegal,Data and analytics,0,3
El Salvador,Professional services,0,0
El Salvador,Other,0,0
Slovakia,Robotics,0,0
Slovakia,Privacy and Security,0,1
Slovenia,Media and Entertainment,0,4
Slovenia,Robotics,0,0
Slovenia,Consumer goods,0,0
Slovenia,"Sales, retail, commerce, marketing",0,0
Slovenia,NLP,0,4
Slovenia,Manufacturing,0,0
Slovenia,Professional services,0,4
Sweden,"Military, public safety and government",0,10
Seychelles,"Mobile, platforms & Internet services",0,55
Seychelles,Other,0,55
Thailand,Media and Entertainment,0,1
Thailand,Energy and natural resources,0,0
Thailand,"Sales, retail, commerce, marketing",0,2
Thailand,Robotics,0,1
Thailand,Education,0,1
Trinidad and Tobago,Hardware,0,8
Trinidad and Tobago,Consumer goods,0,8
Tunisia,Sports,0,0
Tunisia,Computer Vision,0,0
Tunisia,Manufacturing,0,0
Turkey,Simulation,0,6
Taiwan,Agriculture,0,1
Taiwan,Facial Recognition,0,12
Ukraine,Simulation,0,0
Ukraine,Semiconductor,0,0
Ukraine,Computer Vision,0,0
Ukraine,Real estate,0,0
Uruguay,NLP,0,0
Uruguay,Professional services,0,100
Uruguay,Other,0,100
Uruguay,Computer Vision,0,0
Vietnam,Consumer goods,0,2
Vietnam,Agriculture,0,2
Vietnam,Hardware,0,2
Vietnam,Computer Vision,0,3
South Africa,NLP,0,53
South Africa,Telecommunications,0,1
South Africa,Computer Vision,0,53
United Arab Emirates,Telecommunications,0,2
Argentina,Community and Lifestyle,0,0
Argentina,Navigation and mapping,0,0
Armenia,Finance,0,0
Armenia,Other,0,0
Armenia,Professional services,0,0
Australia,Facial Recognition,0,6
Azerbaijan,Software,0,0
Azerbaijan,Simulation,0,0
Azerbaijan,Information Technology,0,0
Azerbaijan,General purpose,0,0
Azerbaijan,Education,0,0
Azerbaijan,Data and analytics,0,0
Azerbaijan,All,0,0
Azerbaijan,Professional services,0,0
Belgium,Sports,0,0
Bangladesh,Computer Vision,0,0
Bangladesh,Information Technology,0,0
Bangladesh,Transportation,0,0
Bangladesh,Healthcare and Life Sciences,0,0
Bangladesh,Agriculture,0,0
Bangladesh,"Military, public safety and government",0,0
Bangladesh,"Mobile, platforms & Internet services",0,0
Bangladesh,Hardware,0,0
Bangladesh,Community and Lifestyle,0,0
Bulgaria,Sports,0,0
Bulgaria,Media and Entertainment,0,0
Bulgaria,Healthcare and Life Sciences,0,1
Bulgaria,Real estate,0,0
Bulgaria,Community and Lifestyle,0,0
Bulgaria,Hardware,0,0
Bulgaria,Computer Vision,0,0
Bulgaria,Education,0,0
Bahrain,General purpose,0,120
Bahrain,"Sales, retail, commerce, marketing",0,0
Bahrain,Data and analytics,0,120
Bahrain,Transportation,0,0
Bahrain,Software,0,120
Bahrain,"Mobile, platforms & Internet services",0,0
Bahrain,All,0,120
Bahrain,Hardware,0,0
Bosnia and Herzegovina,All,0,0
Bosnia and Herzegovina,Software,0,0
Bosnia and Herzegovina,"Sales, retail, commerce, marketing",0,0
Bosnia and Herzegovina,Transportation,0,0
Bosnia and Herzegovina,Other,0,0
Bosnia and Herzegovina,"Mobile, platforms & Internet services",0,0
Bosnia and Herzegovina,General purpose,0,0
Bosnia and Herzegovina,Data and analytics,0,0
Bosnia and Herzegovina,Information Technology,0,0
Belize,Data and analytics,0,10
Belize,Healthcare and Life Sciences,0,10
Belize,General purpose,0,10
Brazil,Navigation and mapping,0,0
Canada,Facial Recognition,0,1
Switzerland,Lending and Investments,0,230
Switzerland,Sports,0,12
Chile,Media and Entertainment,0,3
Chile,Biotechnology,0,1
Chile,Privacy and Security,0,0
Chile,Computer Vision,0,0
Chile,Navigation and mapping,0,0
Côte d'Ivoire,Privacy and Security,0,0
Côte d'Ivoire,Software,0,0
Côte d'Ivoire,Information Technology,0,0
Côte d'Ivoire,General purpose,0,0
Côte d'Ivoire,Healthcare and Life Sciences,0,0
Côte d'Ivoire,Data and analytics,0,0
Colombia,Agriculture,0,0
Colombia,Real estate,0,620
Colombia,Telecommunications,0,0
Colombia,Community and Lifestyle,0,0
Colombia,Computer Vision,0,0
Costa Rica,All,0,0
Costa Rica,Software,0,0
Cayman Islands (the),"Mobile, platforms & Internet services",0,5
Czechia,Telecommunications,0,0
Denmark,Semiconductor,0,0
Dominican Republic,NLP,0,0
Dominican Republic,General purpose,0,0
Dominican Republic,Finance,0,0
Dominican Republic,Data and analytics,0,0
Dominican Republic,Information Technology,0,0
Dominican Republic,All,0,1
Dominican Republic,Software,0,0
Dominican Republic,Professional services,0,0
Algeria,Data and analytics,0,0
Algeria,Other,0,0
Algeria,Information Technology,0,0
Algeria,General purpose,0,0
Algeria,Software,0,0
Algeria,All,0,0
Ecuador,Data and analytics,0,1
Ecuador,Education,0,0
Ecuador,Software,0,1
Ecuador,General purpose,0,1
Egypt,Agriculture,0,0
Egypt,Sports,0,0
Egypt,Healthcare and Life Sciences,0,0
Egypt,Robotics,0,2
Egypt,Manufacturing,0,1
Egypt,Media and Entertainment,0,0
Egypt,Lending and Investments,0,0
Egypt,"Mobile, platforms & Internet services",0,2
Egypt,Hardware,0,2
Spain,Facial Recognition,0,16
Estonia,Speech Recognition,0,0
Estonia,Biotechnology,0,0
Finland,Simulation,0,0
Finland,Speech Recognition,0,0
Finland,Robotics,0,81
Georgia,General purpose,0,10
Georgia,Software,0,5
Georgia,Information Technology,0,0
Georgia,All,0,10
Georgia,Data and analytics,0,5
Ghana,Education,0,4
Ghana,"Mobile, platforms & Internet services",0,17
Ghana,Hardware,0,1
Ghana,Energy and natural resources,0,0
Ghana,Transportation,0,0
Ghana,Information Technology,0,0
Ghana,"Sales, retail, commerce, marketing",0,2
Ghana,Consumer goods,0,1
Ghana,Other,0,6
Greece,Consumer goods,0,53
Greece,Other,0,50
Greece,Community and Lifestyle,0,0
Greece,Professional services,0,0
Greece,Healthcare and Life Sciences,0,3
Croatia,Finance,0,307
Croatia,Healthcare and Life Sciences,0,0
Croatia,Sports,0,0
Croatia,Lending and Investments,0,0
Hungary,Energy and natural resources,0,0
Hungary,Real estate,0,0
Hungary,Cyber Security,0,0
Indonesia,Navigation and mapping,0,0
Indonesia,Community and Lifestyle,0,0
Indonesia,Computer Vision,0,16
India,Facial Recognition,0,4
Ireland,Gaming,0,5
Iran,Data and analytics,0,0
Iran,Information Technology,0,0
Iran,All,0,0
Iran,Other,0,0
Iran,General purpose,0,0
Iran,Software,0,0
Iraq,All,0,0
Iraq,Software,0,0
Iraq,Education,0,0
Iceland,Agriculture,0,1
Iceland,Energy and natural resources,0,1
Italy,Telecommunications,0,1
Jamaica,Finance,0,0
Jamaica,All,0,0
Jamaica,Lending and Investments,0,0
Jamaica,Other,0,0
Jordan,Telecommunications,0,0
Jordan,Finance,0,0
Jordan,Lending and Investments,0,0
Kazakhstan,Education,0,0
Kazakhstan,Agriculture,0,0
Kazakhstan,Lending and Investments,0,0
Kazakhstan,Media and Entertainment,0,0
Kazakhstan,"Sales, retail, commerce, marketing",0,0
Kenya,NLP,0,1
Kenya,Consumer goods,0,0
Kenya,Telecommunications,0,0
Kenya,Hardware,0,3
Kenya,Media and Entertainment,0,0
Cambodia,Software,0,0
Cambodia,NLP,0,0
Cambodia,Data and analytics,0,0
Cambodia,"Sales, retail, commerce, marketing",0,0
Cambodia,All,0,0
Cambodia,Finance,0,0
Cambodia,Lending and Investments,0,0
Saint Kitts and Nevis,Gaming,0,0
Saint Kitts and Nevis,Consumer goods,0,0
Saint Kitts and Nevis,Hardware,0,0
Saint Kitts and Nevis,Media and Entertainment,0,0
South Korea,Simulation,0,0
Lebanon,"Sales, retail, commerce, marketing",0,0
Lebanon,Media and Entertainment,0,0
Lebanon,NLP,0,0
Lebanon,"Mobile, platforms & Internet services",0,0
Lebanon,Education,0,0
Lebanon,Finance,0,0
Sri Lanka,Cyber Security,0,0
Sri Lanka,Biotechnology,0,0
Sri Lanka,Telecommunications,0,0
Sri Lanka,Finance,0,0
Sri Lanka,Energy and natural resources,0,0
Sri Lanka,Computer Vision,0,0
Sri Lanka,Community and Lifestyle,0,0
Sri Lanka,Consumer goods,0,0
Sri Lanka,Healthcare and Life Sciences,0,0
Sri Lanka,Agriculture,0,0
Lithuania,Privacy and Security,0,0
Lithuania,"Military, public safety and government",0,0
Lithuania,Real estate,0,3
Lithuania,Speech Recognition,0,0
Luxembourg,Manufacturing,0,0
Luxembourg,Facial Recognition,0,0
Luxembourg,NLP,0,0
Luxembourg,Healthcare and Life Sciences,0,0
Latvia,Energy and natural resources,0,0
Latvia,Manufacturing,0,1
Latvia,Real estate,0,0
Morocco,Software,0,1
Morocco,Transportation,0,0
Morocco,Data and analytics,0,0
Morocco,Healthcare and Life Sciences,0,0
Mexico,Agriculture,0,0
Mexico,"Military, public safety and government",0,4
Mexico,Sports,0,0
Mexico,Community and Lifestyle,0,0
Mexico,Biotechnology,0,2
North Macedonia,Education,0,0
North Macedonia,"Sales, retail, commerce, marketing",0,0
North Macedonia,Media and Entertainment,0,0
North Macedonia,NLP,0,0
Malta,General purpose,0,39
Malta,"Mobile, platforms & Internet services",0,0
Malta,Information Technology,0,37
Malta,Data and analytics,0,39
Malta,Hardware,0,0
Mongolia,General purpose,0,0
Mongolia,Finance,0,0
Mongolia,"Mobile, platforms & Internet services",0,0
Mongolia,Information Technology,0,0
Mongolia,Education,0,0
Mongolia,Healthcare and Life Sciences,0,0
Mongolia,NLP,0,0
Mongolia,Other,0,0
Mauritius,Education,0,1
Mauritius,"Sales, retail, commerce, marketing",0,1
Mauritius,Information Technology,0,1
Malaysia,Education,0,8
Malaysia,Agriculture,0,2
Nigeria,Education,0,13
Nigeria,Healthcare and Life Sciences,0,3
Nigeria,Other,0,3
Nigeria,NLP,0,0
Nigeria,Agriculture,0,0
Nigeria,Consumer goods,0,0
Nigeria,Community and Lifestyle,0,0
Nigeria,Professional services,0,5
Nigeria,Telecommunications,0,0
Nigeria,Transportation,0,0
Norway,Education,0,57
Norway,Cyber Security,0,0
New Zealand,Real estate,0,135
New Zealand,Manufacturing,0,71
Oman,"Mobile, platforms & Internet services",0,1
Oman,General purpose,0,1
Oman,Data and analytics,0,1
Oman,Software,0,1
Oman,All,0,1
Pakistan,Transportation,0,3
Pakistan,Professional services,0,0
Pakistan,Other,0,0
Pakistan,"Mobile, platforms & Internet services",0,9
Pakistan,Community and Lifestyle,0,4
Peru,NLP,0,0
Peru,Professional services,0,0
Peru,Hardware,0,1
Peru,"Sales, retail, commerce, marketing",0,1
Peru,Information Technology,0,0
Peru,Transportation,0,0
Peru,Robotics,0,0
Peru,Computer Vision,0,0
Peru,Biotechnology,0,0
Philippines,Healthcare and Life Sciences,0,0
Philippines,Computer Vision,0,0
Philippines,Education,0,5
Philippines,Professional services,0,3
Philippines,Other,0,0
Poland,Facial Recognition,0,0
Poland,Agriculture,0,0
Poland,Community and Lifestyle,0,0
Poland,Lending and Investments,0,18
Puerto Rico,Consumer goods,0,0
Puerto Rico,Hardware,0,0
Puerto Rico,Navigation and mapping,0,0
Puerto Rico,Other,0,0
Puerto Rico,Healthcare and Life Sciences,0,0
Puerto Rico,Community and Lifestyle,0,0
Portugal,Robotics,0,2
Portugal,Education,0,2
Qatar,Robotics,0,0
Qatar,General purpose,0,0
Qatar,Information Technology,0,0
Qatar,NLP,0,0
Qatar,Hardware,0,0
Qatar,Data and analytics,0,0
Romania,Computer Vision,0,0
Romania,Manufacturing,0,0
Russia,Privacy and Security,0,0
Russia,Sports,0,1
Russia,Biotechnology,0,1
Russia,Telecommunications,0,0
Saudi Arabia,NLP,0,35
Saudi Arabia,Sports,0,0
Saudi Arabia,Lending and Investments,0,19
El Salvador,General purpose,0,0
El Salvador,Data and analytics,0,0
El Salvador,Software,0,0
El Salvador,Finance,0,0
El Salvador,All,0,1
Serbia,Navigation and mapping,0,0
Serbia,Professional services,0,0
Serbia,Speech Recognition,0,0
Serbia,Finance,0,0
Serbia,Information Technology,0,44
Serbia,NLP,0,0
Serbia,Privacy and Security,0,0
Slovakia,Education,0,1
Slovakia,Community and Lifestyle,0,0
Slovakia,NLP,0,1
Slovakia,Biotechnology,0,1
Slovakia,Simulation,0,0
Slovakia,Real estate,0,0
Slovenia,Biotechnology,0,0
Slovenia,Finance,0,0
Slovenia,Simulation,0,1
Slovenia,Transportation,0,0
Slovenia,Hardware,0,1
Slovenia,Other,0,5
Slovenia,Information Technology,0,0
Slovenia,Privacy and Security,0,0
Sweden,Telecommunications,0,0
Tanzania,Education,0,0
Tanzania,General purpose,0,0
Tanzania,Data and analytics,0,0
Tanzania,"Mobile, platforms & Internet services",0,0
Tanzania,All,0,0
Tanzania,Software,0,0
Thailand,Lending and Investments,0,0
Thailand,"Mobile, platforms & Internet services",0,2
Thailand,Professional services,0,0
Thailand,Finance,0,2
Tunisia,Navigation and mapping,0,0
Tunisia,NLP,0,0
Tunisia,Professional services,0,0
Tunisia,Other,0,0
Tunisia,Agriculture,0,0
Tunisia,Healthcare and Life Sciences,0,1
Tunisia,Finance,0,0
Tunisia,Transportation,0,0
Tunisia,Privacy and Security,0,0
Tunisia,Community and Lifestyle,0,0
Turkey,"Military, public safety and government",0,0
Turkey,NLP,0,0
Taiwan,Professional services,0,26
Taiwan,Gaming,0,11
Taiwan,Lending and Investments,0,19
Taiwan,Telecommunications,0,8
Uganda,"Mobile, platforms & Internet services",0,0
Uganda,Finance,0,0
Uganda,Other,0,0
Uganda,All,0,0
Uganda,Data and analytics,0,0
Uganda,General purpose,0,0
Uganda,Software,0,0
Uganda,Agriculture,0,0
Uganda,Healthcare and Life Sciences,0,0
Uganda,Information Technology,0,0
Ukraine,Gaming,0,1
Ukraine,Professional services,0,2
Ukraine,Consumer goods,0,1
Ukraine,Education,0,0
Ukraine,NLP,0,0
Ukraine,Sports,0,1
Ukraine,Other,0,5
Ukraine,Agriculture,0,1
Ukraine,Healthcare and Life Sciences,0,0
Ukraine,Biotechnology,0,0
Uruguay,"Mobile, platforms & Internet services",0,100
Uruguay,Finance,0,100
Uruguay,Consumer goods,0,0
Uruguay,Hardware,0,0
Uruguay,Community and Lifestyle,0,0
Uruguay,Lending and Investments,0,100
Uzbekistan,General purpose,0,0
Uzbekistan,"Sales, retail, commerce, marketing",0,0
Uzbekistan,"Mobile, platforms & Internet services",0,0
Uzbekistan,Transportation,0,0
Uzbekistan,Other,0,0
Uzbekistan,Software,0,0
Uzbekistan,All,0,0
Uzbekistan,Data and analytics,0,0
Uzbekistan,Education,0,0
Venezuela,NLP,0,0
Venezuela,General purpose,0,0
Vietnam,Transportation,0,4
Vietnam,Energy and natural resources,0,0
Vietnam,Media and Entertainment,0,1
Vietnam,Community and Lifestyle,0,2
Vietnam,Healthcare and Life Sciences,0,2
Vietnam,Sports,0,0
South Africa,Privacy and Security,0,53
South Africa,"Military, public safety and government",0,1
South Africa,Energy and natural resources,0,123
South Africa,Media and Entertainment,0,1
Zambia,Agriculture,0,1
Zambia,Software,0,1
Zambia,All,0,1
Zambia,General purpose,0,1
Zambia,Hardware,0,0
Zambia,"Mobile, platforms & Internet services",0,0
Zambia,Data and analytics,0,1
Zimbabwe,Healthcare and Life Sciences,0,0
Zimbabwe,Energy and natural resources,0,0
United Arab Emirates,Computer Vision,2,6
Argentina,Computer Vision,2,2
Argentina,Hardware,2,2
Argentina,Media and Entertainment,2,2
Argentina,"Sales, retail, commerce, marketing",2,2
Argentina,Agriculture,2,2
Austria,"Sales, retail, commerce, marketing",2,8
Belgium,Facial Recognition,2,2
Belgium,"Military, public safety and government",2,3
Bulgaria,Professional services,2,27
Bulgaria,Finance,2,2
Belarus,Data and analytics,2,9
Belarus,Computer Vision,2,4
Belarus,Hardware,2,6
Belarus,All,2,12
Belarus,Software,2,7
Belarus,General purpose,2,7
Botswana,Data and analytics,2,2
Botswana,All,2,3
Botswana,General purpose,2,2
Botswana,Finance,2,2
Botswana,Software,2,2
Chile,Agriculture,2,2
Colombia,Speech Recognition,2,5
Colombia,Education,2,6
Cayman Islands (the),General purpose,2,8
Cayman Islands (the),Data and analytics,2,8
Cayman Islands (the),Information Technology,2,4
Cyprus,Facial Recognition,2,2
Cyprus,Media and Entertainment,2,4
Czechia,NLP,2,2
Czechia,Real estate,2,2
Czechia,Manufacturing,2,5
Germany,Speech Recognition,2,3
Denmark,NLP,2,99
Denmark,Gaming,2,2
Denmark,Cyber Security,2,87
Denmark,Community and Lifestyle,2,7
Egypt,Professional services,2,4
Egypt,Education,2,2
Egypt,Community and Lifestyle,2,2
Spain,Gaming,2,7
Spain,Navigation and mapping,2,98
Spain,Sports,2,8
Estonia,Healthcare and Life Sciences,2,6
Estonia,Computer Vision,2,2
Estonia,Robotics,2,2
Estonia,Community and Lifestyle,2,2
Estonia,Transportation,2,18
Estonia,Gaming,2,14
Finland,Navigation and mapping,2,668
United Kingdom,Facial Recognition,2,3
Ghana,General purpose,2,17
Ghana,Biotechnology,2,2
Ghana,Data and analytics,2,17
Ghana,Healthcare and Life Sciences,2,2
Croatia,Other,2,5
Croatia,Information Technology,2,366
Croatia,"Sales, retail, commerce, marketing",2,5
Hungary,Sports,2,3
Hungary,Agriculture,2,6
Hungary,Community and Lifestyle,2,2
Indonesia,NLP,2,6
Indonesia,"Sales, retail, commerce, marketing",2,44
Ireland,Agriculture,2,31
Ireland,Computer Vision,2,28
Italy,Sports,2,4
Jordan,Data and analytics,2,3
Jordan,Software,2,3
Jordan,All,2,3
Jordan,General purpose,2,3
Japan,Agriculture,2,18
Kenya,"Mobile, platforms & Internet services",2,7
Lebanon,All,2,3
Lebanon,Software,2,2
Lithuania,Computer Vision,2,3
Lithuania,Consumer goods,2,3
Lithuania,Other,2,3
Luxembourg,Navigation and mapping,2,2
Luxembourg,Transportation,2,2
Luxembourg,"Sales, retail, commerce, marketing",2,950
Luxembourg,Cyber Security,2,2
Latvia,Transportation,2,2
Mexico,NLP,2,2
Mexico,Energy and natural resources,2,2
Mexico,Privacy and Security,2,31
Malta,Education,2,2
Malta,Gaming,2,2
Malta,Community and Lifestyle,2,2
Malaysia,Media and Entertainment,2,2
Netherlands,Gaming,2,543
Norway,Lending and Investments,2,2
Norway,Community and Lifestyle,2,3
New Zealand,Consumer goods,2,5
Peru,Community and Lifestyle,2,2
Peru,Energy and natural resources,2,3
Puerto Rico,"Mobile, platforms & Internet services",2,2
Puerto Rico,Software,2,3
Puerto Rico,Data and analytics,2,3
Portugal,Lending and Investments,2,2
Portugal,Cyber Security,2,5
Qatar,Lending and Investments,2,3
Qatar,Finance,2,3
Romania,Professional services,2,3
Russia,Computer Vision,2,4
Russia,Manufacturing,2,28
Russia,Other,2,3
Singapore,Telecommunications,2,18
Singapore,"Military, public safety and government",2,4
Slovakia,Consumer goods,2,2
Slovakia,"Military, public safety and government",2,2
Slovakia,Professional services,2,3
Sweden,Semiconductor,2,2
Sweden,Cyber Security,2,2
Tajikistan,General purpose,2,2
Tajikistan,Software,2,2
Tajikistan,Data and analytics,2,2
Trinidad and Tobago,Data and analytics,2,10
Trinidad and Tobago,Software,2,10
Trinidad and Tobago,General purpose,2,10
Turkey,Consumer goods,2,4
Turkey,Biotechnology,2,2
Turkey,Lending and Investments,2,2
Turkey,Community and Lifestyle,2,4
Taiwan,Computer Vision,2,16
Ukraine,Robotics,2,2
Ukraine,Transportation,2,4
Ukraine,Manufacturing,2,2
Vietnam,Privacy and Security,2,3
Vietnam,Information Technology,2,4
Vietnam,Biotechnology,2,2
South Africa,Community and Lifestyle,2,54
South Africa,Real estate,2,125
South Africa,Transportation,2,56
South Africa,Navigation and mapping,2,54
United Arab Emirates,Media and Entertainment,3,6
United Arab Emirates,Manufacturing,3,8
Belgium,Education,3,84
Brazil,Sports,3,7
Brazil,Biotechnology,3,17
Chile,Energy and natural resources,3,43
Chile,Real estate,3,4
Colombia,Other,3,3
Cayman Islands (the),"Sales, retail, commerce, marketing",3,8
Cayman Islands (the),Media and Entertainment,3,3
Cayman Islands (the),Software,3,9
Cyprus,Transportation,3,3
Cyprus,Healthcare and Life Sciences,3,9
Cyprus,Education,3,6
Denmark,Real estate,3,95
Denmark,Computer Vision,3,8
Egypt,Information Technology,3,3
Spain,Speech Recognition,3,33
Spain,Telecommunications,3,19
Spain,Simulation,3,3
